DrugBank ID,Name,Drug Type
DB00681,Amphotericin B,SmallMoleculeDrug
DB00682,Warfarin,SmallMoleculeDrug
DB00683,Midazolam,SmallMoleculeDrug
DB00684,Tobramycin,SmallMoleculeDrug
DB00685,Trovafloxacin,SmallMoleculeDrug
DB00686,Pentosan polysulfate,SmallMoleculeDrug
DB00687,Fludrocortisone,SmallMoleculeDrug
DB00688,Mycophenolate mofetil,SmallMoleculeDrug
DB00689,Cephaloglycin,SmallMoleculeDrug
DB00690,Flurazepam,SmallMoleculeDrug
DB00691,Moexipril,SmallMoleculeDrug
DB00692,Phentolamine,SmallMoleculeDrug
DB00693,Fluorescein,SmallMoleculeDrug
DB00694,Daunorubicin,SmallMoleculeDrug
DB00695,Furosemide,SmallMoleculeDrug
DB00696,Ergotamine,SmallMoleculeDrug
DB00697,Tizanidine,SmallMoleculeDrug
DB00698,Nitrofurantoin,SmallMoleculeDrug
DB00699,Nicergoline,SmallMoleculeDrug
DB00700,Eplerenone,SmallMoleculeDrug
DB00701,Amprenavir,SmallMoleculeDrug
DB00702,Icodextrin,SmallMoleculeDrug
DB00703,Methazolamide,SmallMoleculeDrug
DB00704,Naltrexone,SmallMoleculeDrug
DB00705,Delavirdine,SmallMoleculeDrug
DB00706,Tamsulosin,SmallMoleculeDrug
DB00707,Porfimer sodium,SmallMoleculeDrug
DB00708,Sufentanil,SmallMoleculeDrug
DB00709,Lamivudine,SmallMoleculeDrug
DB00710,Ibandronate,SmallMoleculeDrug
DB00711,Diethylcarbamazine,SmallMoleculeDrug
DB00712,Flurbiprofen,SmallMoleculeDrug
DB00713,Oxacillin,SmallMoleculeDrug
DB00714,Apomorphine,SmallMoleculeDrug
DB00715,Paroxetine,SmallMoleculeDrug
DB00716,Nedocromil,SmallMoleculeDrug
DB00717,Norethisterone,SmallMoleculeDrug
DB00718,Adefovir dipivoxil,SmallMoleculeDrug
DB00719,Azatadine,SmallMoleculeDrug
DB00720,Clodronic acid,SmallMoleculeDrug
DB00721,Procaine,SmallMoleculeDrug
DB00722,Lisinopril,SmallMoleculeDrug
DB00723,Methoxamine,SmallMoleculeDrug
DB00724,Imiquimod,SmallMoleculeDrug
DB00725,Homatropine methylbromide,SmallMoleculeDrug
DB00726,Trimipramine,SmallMoleculeDrug
DB00727,Nitroglycerin,SmallMoleculeDrug
DB00728,Rocuronium,SmallMoleculeDrug
DB00730,Thiabendazole,SmallMoleculeDrug
DB00731,Nateglinide,SmallMoleculeDrug
DB00732,Atracurium besylate,SmallMoleculeDrug
DB00733,Pralidoxime,SmallMoleculeDrug
DB00734,Risperidone,SmallMoleculeDrug
DB00735,Naftifine,SmallMoleculeDrug
DB00736,Esomeprazole,SmallMoleculeDrug
DB00737,Meclizine,SmallMoleculeDrug
DB00738,Pentamidine,SmallMoleculeDrug
DB00739,Hetacillin,SmallMoleculeDrug
DB00740,Riluzole,SmallMoleculeDrug
DB00741,Hydrocortisone,SmallMoleculeDrug
DB00742,Mannitol,SmallMoleculeDrug
DB00743,Gadobenic acid,SmallMoleculeDrug
DB00744,Zileuton,SmallMoleculeDrug
DB00745,Modafinil,SmallMoleculeDrug
DB00746,Deferoxamine,SmallMoleculeDrug
DB00747,Scopolamine,SmallMoleculeDrug
DB00748,Carbinoxamine,SmallMoleculeDrug
DB00749,Etodolac,SmallMoleculeDrug
DB00750,Prilocaine,SmallMoleculeDrug
DB00751,Epinastine,SmallMoleculeDrug
DB00752,Tranylcypromine,SmallMoleculeDrug
DB00753,Isoflurane,SmallMoleculeDrug
DB00754,Ethotoin,SmallMoleculeDrug
DB00755,Tretinoin,SmallMoleculeDrug
DB00756,Hexachlorophene,SmallMoleculeDrug
DB00757,Dolasetron,SmallMoleculeDrug
DB00758,Clopidogrel,SmallMoleculeDrug
DB00759,Tetracycline,SmallMoleculeDrug
DB00760,Meropenem,SmallMoleculeDrug
DB00761,Potassium chloride,SmallMoleculeDrug
DB00762,Irinotecan,SmallMoleculeDrug
DB00763,Methimazole,SmallMoleculeDrug
DB00764,Mometasone,SmallMoleculeDrug
DB00765,Metyrosine,SmallMoleculeDrug
DB00766,Clavulanic acid,SmallMoleculeDrug
DB00767,Benzquinamide,SmallMoleculeDrug
DB00768,Olopatadine,SmallMoleculeDrug
DB00769,Hydrocortamate,SmallMoleculeDrug
DB00770,Alprostadil,SmallMoleculeDrug
DB00771,Clidinium,SmallMoleculeDrug
DB00772,Malathion,SmallMoleculeDrug
DB00773,Etoposide,SmallMoleculeDrug
DB00774,Hydroflumethiazide,SmallMoleculeDrug
DB00775,Tirofiban,SmallMoleculeDrug
DB00776,Oxcarbazepine,SmallMoleculeDrug
DB00777,Propiomazine,SmallMoleculeDrug
DB00778,Roxithromycin,SmallMoleculeDrug
DB00779,Nalidixic acid,SmallMoleculeDrug
DB00780,Phenelzine,SmallMoleculeDrug
DB00782,Propantheline,SmallMoleculeDrug
DB00783,Estradiol,SmallMoleculeDrug
DB00784,Mefenamic acid,SmallMoleculeDrug
DB00785,Cryptenamine,SmallMoleculeDrug
DB00786,Marimastat,SmallMoleculeDrug
DB00787,Acyclovir,SmallMoleculeDrug
DB00788,Naproxen,SmallMoleculeDrug
DB00789,Gadopentetic acid,SmallMoleculeDrug
DB00790,Perindopril,SmallMoleculeDrug
DB00791,Uracil mustard,SmallMoleculeDrug
DB00792,Tripelennamine,SmallMoleculeDrug
DB00793,Haloprogin,SmallMoleculeDrug
DB00794,Primidone,SmallMoleculeDrug
DB00795,Sulfasalazine,SmallMoleculeDrug
DB00796,Candesartan cilexetil,SmallMoleculeDrug
DB00797,Tolazoline,SmallMoleculeDrug
DB00798,Gentamicin,SmallMoleculeDrug
DB00799,Tazarotene,SmallMoleculeDrug
DB00800,Fenoldopam,SmallMoleculeDrug
DB00801,Halazepam,SmallMoleculeDrug
DB00802,Alfentanil,SmallMoleculeDrug
DB00803,Colistin,SmallMoleculeDrug
DB00804,Dicyclomine,SmallMoleculeDrug
DB00805,Minaprine,SmallMoleculeDrug
DB00806,Pentoxifylline,SmallMoleculeDrug
DB00807,Proparacaine,SmallMoleculeDrug
DB00808,Indapamide,SmallMoleculeDrug
DB00809,Tropicamide,SmallMoleculeDrug
DB00810,Biperiden,SmallMoleculeDrug
DB00811,Ribavirin,SmallMoleculeDrug
DB00812,Phenylbutazone,SmallMoleculeDrug
DB00813,Fentanyl,SmallMoleculeDrug
DB00814,Meloxicam,SmallMoleculeDrug
DB00815,Sodium lauryl sulfate,SmallMoleculeDrug
DB00816,Orciprenaline,SmallMoleculeDrug
DB00817,Rosoxacin,SmallMoleculeDrug
DB00818,Propofol,SmallMoleculeDrug
DB00819,Acetazolamide,SmallMoleculeDrug
DB00820,Tadalafil,SmallMoleculeDrug
DB00821,Carprofen,SmallMoleculeDrug
DB00822,Disulfiram,SmallMoleculeDrug
DB00823,Ethynodiol diacetate,SmallMoleculeDrug
DB00824,Enprofylline,SmallMoleculeDrug
DB00825,Levomenthol,SmallMoleculeDrug
DB00826,Natamycin,SmallMoleculeDrug
DB00827,Cinoxacin,SmallMoleculeDrug
DB00828,Fosfomycin,SmallMoleculeDrug
DB00829,Diazepam,SmallMoleculeDrug
DB00830,Phenmetrazine,SmallMoleculeDrug
DB00831,Trifluoperazine,SmallMoleculeDrug
DB00832,Phensuximide,SmallMoleculeDrug
DB00833,Cefaclor,SmallMoleculeDrug
DB00834,Mifepristone,SmallMoleculeDrug
DB00835,Brompheniramine,SmallMoleculeDrug
DB00836,Loperamide,SmallMoleculeDrug
DB00837,Progabide,SmallMoleculeDrug
DB00838,Clocortolone,SmallMoleculeDrug
DB00839,Tolazamide,SmallMoleculeDrug
DB00840,Hydroxypropyl cellulose,SmallMoleculeDrug
DB00841,Dobutamine,SmallMoleculeDrug
DB00842,Oxazepam,SmallMoleculeDrug
DB00843,Donepezil,SmallMoleculeDrug
DB00844,Nalbuphine,SmallMoleculeDrug
DB00845,Clofazimine,SmallMoleculeDrug
DB00846,Flurandrenolide,SmallMoleculeDrug
DB00847,Cysteamine,SmallMoleculeDrug
DB00848,Levamisole,SmallMoleculeDrug
DB00849,Methylphenobarbital,SmallMoleculeDrug
DB00850,Perphenazine,SmallMoleculeDrug
DB00851,Dacarbazine,SmallMoleculeDrug
DB00852,Pseudoephedrine,SmallMoleculeDrug
DB00853,Temozolomide,SmallMoleculeDrug
DB00854,Levorphanol,SmallMoleculeDrug
DB00855,Aminolevulinic acid,SmallMoleculeDrug
DB00856,Chlorphenesin,SmallMoleculeDrug
DB00857,Terbinafine,SmallMoleculeDrug
DB00858,Drostanolone,SmallMoleculeDrug
DB00859,Penicillamine,SmallMoleculeDrug
DB00860,Prednisolone,SmallMoleculeDrug
DB00861,Diflunisal,SmallMoleculeDrug
DB00862,Vardenafil,SmallMoleculeDrug
DB00863,Ranitidine,SmallMoleculeDrug
DB00864,Tacrolimus,SmallMoleculeDrug
DB00865,Benzphetamine,SmallMoleculeDrug
DB00866,Alprenolol,SmallMoleculeDrug
DB00867,Ritodrine,SmallMoleculeDrug
DB00868,Benzonatate,SmallMoleculeDrug
DB00869,Dorzolamide,SmallMoleculeDrug
DB00870,Suprofen,SmallMoleculeDrug
DB00871,Terbutaline,SmallMoleculeDrug
DB00872,Conivaptan,SmallMoleculeDrug
DB14596,Loteprednol etabonate,SmallMoleculeDrug
DB00874,Guaifenesin,SmallMoleculeDrug
DB00875,Flupentixol,SmallMoleculeDrug
DB00876,Eprosartan,SmallMoleculeDrug
DB00877,Sirolimus,SmallMoleculeDrug
DB00878,Chlorhexidine,SmallMoleculeDrug
DB00879,Emtricitabine,SmallMoleculeDrug
DB00880,Chlorothiazide,SmallMoleculeDrug
DB00881,Quinapril,SmallMoleculeDrug
DB00882,Clomifene,SmallMoleculeDrug
DB00883,Isosorbide dinitrate,SmallMoleculeDrug
DB00884,Risedronic acid,SmallMoleculeDrug
DB00885,Pemirolast,SmallMoleculeDrug
DB00886,Omapatrilat,SmallMoleculeDrug
DB00887,Bumetanide,SmallMoleculeDrug
DB00888,Mechlorethamine,SmallMoleculeDrug
DB00889,Granisetron,SmallMoleculeDrug
DB00890,Dienestrol,SmallMoleculeDrug
DB00891,Sulfapyridine,SmallMoleculeDrug
DB00892,Oxybuprocaine,SmallMoleculeDrug
DB00893,Iron Dextran,SmallMoleculeDrug
DB00894,Testolactone,SmallMoleculeDrug
DB00895,Benzylpenicilloyl polylysine,SmallMoleculeDrug
DB00896,Rimexolone,SmallMoleculeDrug
DB00897,Triazolam,SmallMoleculeDrug
DB00898,Ethanol,SmallMoleculeDrug
DB00899,Remifentanil,SmallMoleculeDrug
DB00900,Didanosine,SmallMoleculeDrug
DB00901,Bitolterol,SmallMoleculeDrug
DB00902,Methdilazine,SmallMoleculeDrug
DB00903,Etacrynic acid,SmallMoleculeDrug
DB00904,Ondansetron,SmallMoleculeDrug
DB00905,Bimatoprost,SmallMoleculeDrug
DB00906,Tiagabine,SmallMoleculeDrug
DB00907,Cocaine,SmallMoleculeDrug
DB00908,Quinidine,SmallMoleculeDrug
DB00909,Zonisamide,SmallMoleculeDrug
DB00910,Paricalcitol,SmallMoleculeDrug
DB00911,Tinidazole,SmallMoleculeDrug
DB00912,Repaglinide,SmallMoleculeDrug
DB00913,Anileridine,SmallMoleculeDrug
DB00914,Phenformin,SmallMoleculeDrug
DB00915,Amantadine,SmallMoleculeDrug
DB00916,Metronidazole,SmallMoleculeDrug
DB00917,Dinoprostone,SmallMoleculeDrug
DB00918,Almotriptan,SmallMoleculeDrug
DB00919,Spectinomycin,SmallMoleculeDrug
DB00920,Ketotifen,SmallMoleculeDrug
DB00921,Buprenorphine,SmallMoleculeDrug
DB00922,Levosimendan,SmallMoleculeDrug
DB00923,Ceforanide,SmallMoleculeDrug
DB00924,Cyclobenzaprine,SmallMoleculeDrug
DB00925,Phenoxybenzamine,SmallMoleculeDrug
DB00926,Etretinate,SmallMoleculeDrug
DB00927,Famotidine,SmallMoleculeDrug
DB00928,Azacitidine,SmallMoleculeDrug
DB00929,Misoprostol,SmallMoleculeDrug
DB00930,Colesevelam,SmallMoleculeDrug
DB00931,Metacycline,SmallMoleculeDrug
DB00932,Tipranavir,SmallMoleculeDrug
DB00933,Mesoridazine,SmallMoleculeDrug
DB00934,Maprotiline,SmallMoleculeDrug
DB00935,Oxymetazoline,SmallMoleculeDrug
DB00936,Salicylic acid,SmallMoleculeDrug
DB00937,Diethylpropion,SmallMoleculeDrug
DB00938,Salmeterol,SmallMoleculeDrug
DB00939,Meclofenamic acid,SmallMoleculeDrug
DB00940,Methantheline,SmallMoleculeDrug
DB00941,Hexafluronium,SmallMoleculeDrug
DB00942,Cycrimine,SmallMoleculeDrug
DB00943,Zalcitabine,SmallMoleculeDrug
DB00944,Demecarium,SmallMoleculeDrug
DB00945,Acetylsalicylic acid,SmallMoleculeDrug
DB00946,Phenprocoumon,SmallMoleculeDrug
DB00947,Fulvestrant,SmallMoleculeDrug
DB00948,Mezlocillin,SmallMoleculeDrug
DB00949,Felbamate,SmallMoleculeDrug
DB00950,Fexofenadine,SmallMoleculeDrug
DB00951,Isoniazid,SmallMoleculeDrug
DB00952,Naratriptan,SmallMoleculeDrug
DB00953,Rizatriptan,SmallMoleculeDrug
DB00954,Dirithromycin,SmallMoleculeDrug
DB00955,Netilmicin,SmallMoleculeDrug
DB00956,Hydrocodone,SmallMoleculeDrug
DB00957,Norgestimate,SmallMoleculeDrug
DB00958,Carboplatin,SmallMoleculeDrug
DB00959,Methylprednisolone,SmallMoleculeDrug
DB00960,Pindolol,SmallMoleculeDrug
DB00961,Mepivacaine,SmallMoleculeDrug
DB00962,Zaleplon,SmallMoleculeDrug
DB00963,Bromfenac,SmallMoleculeDrug
DB00964,Apraclonidine,SmallMoleculeDrug
DB00965,Ethiodized oil,SmallMoleculeDrug
DB00966,Telmisartan,SmallMoleculeDrug
DB00967,Desloratadine,SmallMoleculeDrug
DB00968,Methyldopa,SmallMoleculeDrug
DB00969,Alosetron,SmallMoleculeDrug
DB00970,Dactinomycin,SmallMoleculeDrug
DB00971,Selenium Sulfide,SmallMoleculeDrug
DB00972,Azelastine,SmallMoleculeDrug
DB00973,Ezetimibe,SmallMoleculeDrug
DB00974,Edetic acid,SmallMoleculeDrug
DB00975,Dipyridamole,SmallMoleculeDrug
DB00976,Telithromycin,SmallMoleculeDrug
DB00977,Ethinylestradiol,SmallMoleculeDrug
DB00978,Lomefloxacin,SmallMoleculeDrug
DB00979,Cyclopentolate,SmallMoleculeDrug
DB00980,Ramelteon,SmallMoleculeDrug
DB00981,Physostigmine,SmallMoleculeDrug
DB00982,Isotretinoin,SmallMoleculeDrug
DB00983,Formoterol,SmallMoleculeDrug
DB00984,Nandrolone phenpropionate,SmallMoleculeDrug
DB00985,Dimenhydrinate,SmallMoleculeDrug
DB00986,Glycopyrronium,SmallMoleculeDrug
DB00987,Cytarabine,SmallMoleculeDrug
DB00988,Dopamine,SmallMoleculeDrug
DB00989,Rivastigmine,SmallMoleculeDrug
DB00990,Exemestane,SmallMoleculeDrug
DB00991,Oxaprozin,SmallMoleculeDrug
DB00992,Methyl aminolevulinate,SmallMoleculeDrug
DB00993,Azathioprine,SmallMoleculeDrug
DB00994,Neomycin,SmallMoleculeDrug
DB00995,Auranofin,SmallMoleculeDrug
DB00996,Gabapentin,SmallMoleculeDrug
DB00997,Doxorubicin,SmallMoleculeDrug
DB00998,Frovatriptan,SmallMoleculeDrug
DB00999,Hydrochlorothiazide,SmallMoleculeDrug
DB01000,Cyclacillin,SmallMoleculeDrug
DB01001,Salbutamol,SmallMoleculeDrug
DB01002,Levobupivacaine,SmallMoleculeDrug
DB01003,Cromoglicic acid,SmallMoleculeDrug
DB01004,Ganciclovir,SmallMoleculeDrug
DB01005,Hydroxyurea,SmallMoleculeDrug
DB01006,Letrozole,SmallMoleculeDrug
DB01007,Tioconazole,SmallMoleculeDrug
DB01008,Busulfan,SmallMoleculeDrug
DB01009,Ketoprofen,SmallMoleculeDrug
DB01010,Edrophonium,SmallMoleculeDrug
DB01011,Metyrapone,SmallMoleculeDrug
DB01012,Cinacalcet,SmallMoleculeDrug
DB01013,Clobetasol propionate,SmallMoleculeDrug
DB01014,Balsalazide,SmallMoleculeDrug
DB01015,Sulfamethoxazole,SmallMoleculeDrug
DB01016,Glyburide,SmallMoleculeDrug
DB01017,Minocycline,SmallMoleculeDrug
DB01018,Guanfacine,SmallMoleculeDrug
DB01019,Bethanechol,SmallMoleculeDrug
DB01020,Isosorbide mononitrate,SmallMoleculeDrug
DB01021,Trichlormethiazide,SmallMoleculeDrug
DB01022,Phylloquinone,SmallMoleculeDrug
DB01023,Felodipine,SmallMoleculeDrug
DB01024,Mycophenolic acid,SmallMoleculeDrug
DB01025,Amlexanox,SmallMoleculeDrug
DB01026,Ketoconazole,SmallMoleculeDrug
DB01028,Methoxyflurane,SmallMoleculeDrug
DB01029,Irbesartan,SmallMoleculeDrug
DB01030,Topotecan,SmallMoleculeDrug
DB01031,Ethinamate,SmallMoleculeDrug
DB01032,Probenecid,SmallMoleculeDrug
DB01033,Mercaptopurine,SmallMoleculeDrug
DB01034,Cerulenin,SmallMoleculeDrug
DB01035,Procainamide,SmallMoleculeDrug
DB01036,Tolterodine,SmallMoleculeDrug
DB01037,Selegiline,SmallMoleculeDrug
DB01038,Carphenazine,SmallMoleculeDrug
DB01039,Fenofibrate,SmallMoleculeDrug
DB01041,Thalidomide,SmallMoleculeDrug
DB01042,Melphalan,SmallMoleculeDrug
DB01043,Memantine,SmallMoleculeDrug
DB01044,Gatifloxacin,SmallMoleculeDrug
DB01045,Rifampicin,SmallMoleculeDrug
DB01046,Lubiprostone,SmallMoleculeDrug
DB01047,Fluocinonide,SmallMoleculeDrug
DB01048,Abacavir,SmallMoleculeDrug
DB01049,Ergoloid mesylate,SmallMoleculeDrug
DB01050,Ibuprofen,SmallMoleculeDrug
DB01051,Novobiocin,SmallMoleculeDrug
DB01053,Benzylpenicillin,SmallMoleculeDrug
DB01054,Nitrendipine,SmallMoleculeDrug
DB01055,Mimosine,SmallMoleculeDrug
DB01056,Tocainide,SmallMoleculeDrug
DB01057,Echothiophate,SmallMoleculeDrug
DB01058,Praziquantel,SmallMoleculeDrug
DB01059,Norfloxacin,SmallMoleculeDrug
DB01060,Amoxicillin,SmallMoleculeDrug
DB01061,Azlocillin,SmallMoleculeDrug
DB01062,Oxybutynin,SmallMoleculeDrug
DB01063,Acetophenazine,SmallMoleculeDrug
DB01064,Isoprenaline,SmallMoleculeDrug
DB01065,Melatonin,SmallMoleculeDrug
DB01066,Cefditoren,SmallMoleculeDrug
DB01067,Glipizide,SmallMoleculeDrug
DB01068,Clonazepam,SmallMoleculeDrug
DB01069,Promethazine,SmallMoleculeDrug
DB01070,Dihydrotachysterol,SmallMoleculeDrug
DB01071,Mequitazine,SmallMoleculeDrug
DB01072,Atazanavir,SmallMoleculeDrug
DB01073,Fludarabine,SmallMoleculeDrug
DB01074,Perhexiline,SmallMoleculeDrug
DB01075,Diphenhydramine,SmallMoleculeDrug
DB01076,Atorvastatin,SmallMoleculeDrug
DB01077,Etidronic acid,SmallMoleculeDrug
DB01078,Deslanoside,SmallMoleculeDrug
DB01079,Tegaserod,SmallMoleculeDrug
DB01080,Vigabatrin,SmallMoleculeDrug
DB01081,Diphenoxylate,SmallMoleculeDrug
DB01082,Streptomycin,SmallMoleculeDrug
DB01083,Orlistat,SmallMoleculeDrug
DB01084,Emedastine,SmallMoleculeDrug
DB01085,Pilocarpine,SmallMoleculeDrug
DB01086,Benzocaine,SmallMoleculeDrug
DB01087,Primaquine,SmallMoleculeDrug
DB01088,Iloprost,SmallMoleculeDrug
DB01089,Deserpidine,SmallMoleculeDrug
DB01090,Pentolinium,SmallMoleculeDrug
DB01091,Butenafine,SmallMoleculeDrug
DB01092,Ouabain,SmallMoleculeDrug
DB01093,Dimethyl sulfoxide,SmallMoleculeDrug
DB01094,Hesperetin,SmallMoleculeDrug
DB01095,Fluvastatin,SmallMoleculeDrug
DB01096,Oxamniquine,SmallMoleculeDrug
DB01097,Leflunomide,SmallMoleculeDrug
DB01098,Rosuvastatin,SmallMoleculeDrug
DB01099,Flucytosine,SmallMoleculeDrug
DB01100,Pimozide,SmallMoleculeDrug
DB01101,Capecitabine,SmallMoleculeDrug
DB01102,Arbutamine,SmallMoleculeDrug
DB01103,Quinacrine,SmallMoleculeDrug
DB01104,Sertraline,SmallMoleculeDrug
DB01105,Sibutramine,SmallMoleculeDrug
DB01106,Levocabastine,SmallMoleculeDrug
DB01107,Methyprylon,SmallMoleculeDrug
DB01108,Trilostane,SmallMoleculeDrug
DB01109,Heparin,SmallMoleculeDrug
DB01110,Miconazole,SmallMoleculeDrug
DB01111,Colistimethate,SmallMoleculeDrug
DB01112,Cefuroxime,SmallMoleculeDrug
DB01113,Papaverine,SmallMoleculeDrug
DB01114,Chlorpheniramine,SmallMoleculeDrug
DB01115,Nifedipine,SmallMoleculeDrug
DB01116,Trimethaphan,SmallMoleculeDrug
DB01117,Atovaquone,SmallMoleculeDrug
DB01118,Amiodarone,SmallMoleculeDrug
DB01119,Diazoxide,SmallMoleculeDrug
DB01120,Gliclazide,SmallMoleculeDrug
DB01121,Phenacemide,SmallMoleculeDrug
DB01122,Ambenonium,SmallMoleculeDrug
DB01123,Proflavine,SmallMoleculeDrug
DB01124,Tolbutamide,SmallMoleculeDrug
DB01125,Anisindione,SmallMoleculeDrug
DB01126,Dutasteride,SmallMoleculeDrug
DB01127,Econazole,SmallMoleculeDrug
DB01128,Bicalutamide,SmallMoleculeDrug
DB01129,Rabeprazole,SmallMoleculeDrug
DB01130,Prednicarbate,SmallMoleculeDrug
DB01131,Proguanil,SmallMoleculeDrug
DB01132,Pioglitazone,SmallMoleculeDrug
DB01133,Tiludronic acid,SmallMoleculeDrug
DB01134,Desoxycorticosterone pivalate,SmallMoleculeDrug
DB01135,Doxacurium,SmallMoleculeDrug
DB01136,Carvedilol,SmallMoleculeDrug
DB01137,Levofloxacin,SmallMoleculeDrug
DB01138,Sulfinpyrazone,SmallMoleculeDrug
DB01139,Cefapirin,SmallMoleculeDrug
DB01140,Cefadroxil,SmallMoleculeDrug
DB01141,Micafungin,SmallMoleculeDrug
DB01142,Doxepin,SmallMoleculeDrug
DB01143,Amifostine,SmallMoleculeDrug
DB01144,Diclofenamide,SmallMoleculeDrug
DB01145,Sulfoxone,SmallMoleculeDrug
DB01146,Diphenylpyraline,SmallMoleculeDrug
DB01147,Cloxacillin,SmallMoleculeDrug
DB01148,Flavoxate,SmallMoleculeDrug
DB01149,Nefazodone,SmallMoleculeDrug
DB01150,Cefprozil,SmallMoleculeDrug
DB01151,Desipramine,SmallMoleculeDrug
DB01152,Candicidin,SmallMoleculeDrug
DB01153,Sertaconazole,SmallMoleculeDrug
DB01154,Thiamylal,SmallMoleculeDrug
DB01155,Gemifloxacin,SmallMoleculeDrug
DB01156,Bupropion,SmallMoleculeDrug
DB01157,Trimetrexate,SmallMoleculeDrug
DB01158,Bretylium,SmallMoleculeDrug
DB01159,Halothane,SmallMoleculeDrug
DB01160,Dinoprost tromethamine,SmallMoleculeDrug
DB01161,Chloroprocaine,SmallMoleculeDrug
DB01162,Terazosin,SmallMoleculeDrug
DB01163,Amdinocillin,SmallMoleculeDrug
DB01164,Calcium chloride,SmallMoleculeDrug
DB01165,Ofloxacin,SmallMoleculeDrug
DB01166,Cilostazol,SmallMoleculeDrug
DB01167,Itraconazole,SmallMoleculeDrug
DB01168,Procarbazine,SmallMoleculeDrug
DB01169,Arsenic trioxide,SmallMoleculeDrug
DB01170,Guanethidine,SmallMoleculeDrug
DB01171,Moclobemide,SmallMoleculeDrug
DB01172,Kanamycin,SmallMoleculeDrug
DB01173,Orphenadrine,SmallMoleculeDrug
DB01174,Phenobarbital,SmallMoleculeDrug
DB01175,Escitalopram,SmallMoleculeDrug
DB01176,Cyclizine,SmallMoleculeDrug
DB01177,Idarubicin,SmallMoleculeDrug
DB01178,Chlormezanone,SmallMoleculeDrug
DB01179,Podofilox,SmallMoleculeDrug
DB01180,Rescinnamine,SmallMoleculeDrug
DB01181,Ifosfamide,SmallMoleculeDrug
DB01182,Propafenone,SmallMoleculeDrug
DB01183,Naloxone,SmallMoleculeDrug
DB01184,Domperidone,SmallMoleculeDrug
DB01185,Fluoxymesterone,SmallMoleculeDrug
DB01186,Pergolide,SmallMoleculeDrug
DB01187,Iophendylate,SmallMoleculeDrug
DB01188,Ciclopirox,SmallMoleculeDrug
DB01189,Desflurane,SmallMoleculeDrug
DB01190,Clindamycin,SmallMoleculeDrug
DB01191,Dexfenfluramine,SmallMoleculeDrug
DB01192,Oxymorphone,SmallMoleculeDrug
DB01193,Acebutolol,SmallMoleculeDrug
DB01194,Brinzolamide,SmallMoleculeDrug
DB01195,Flecainide,SmallMoleculeDrug
DB01196,Estramustine,SmallMoleculeDrug
DB01197,Captopril,SmallMoleculeDrug
DB01198,Zopiclone,SmallMoleculeDrug
DB01199,Tubocurarine,SmallMoleculeDrug
DB01200,Bromocriptine,SmallMoleculeDrug
DB01201,Rifapentine,SmallMoleculeDrug
DB01202,Levetiracetam,SmallMoleculeDrug
DB01203,Nadolol,SmallMoleculeDrug
DB01204,Mitoxantrone,SmallMoleculeDrug
DB01205,Flumazenil,SmallMoleculeDrug
DB01206,Lomustine,SmallMoleculeDrug
DB01207,Ridogrel,SmallMoleculeDrug
DB01208,Sparfloxacin,SmallMoleculeDrug
DB01209,Dezocine,SmallMoleculeDrug
DB01210,Levobunolol,SmallMoleculeDrug
DB01211,Clarithromycin,SmallMoleculeDrug
DB01212,Ceftriaxone,SmallMoleculeDrug
DB01213,Fomepizole,SmallMoleculeDrug
DB01214,Metipranolol,SmallMoleculeDrug
DB01215,Estazolam,SmallMoleculeDrug
DB01216,Finasteride,SmallMoleculeDrug
DB01217,Anastrozole,SmallMoleculeDrug
DB01218,Halofantrine,SmallMoleculeDrug
DB01219,Dantrolene,SmallMoleculeDrug
DB01220,Rifaximin,SmallMoleculeDrug
DB01221,Ketamine,SmallMoleculeDrug
DB01222,Budesonide,SmallMoleculeDrug
DB01223,Aminophylline,SmallMoleculeDrug
DB01224,Quetiapine,SmallMoleculeDrug
DB01225,Enoxaparin,SmallMoleculeDrug
DB01226,Mivacurium,SmallMoleculeDrug
DB01227,Levacetylmethadol,SmallMoleculeDrug
DB01228,Encainide,SmallMoleculeDrug
DB01229,Paclitaxel,SmallMoleculeDrug
DB01230,Pemoline,SmallMoleculeDrug
DB01231,Diphenidol,SmallMoleculeDrug
DB01232,Saquinavir,SmallMoleculeDrug
DB01233,Metoclopramide,SmallMoleculeDrug
DB01234,Dexamethasone,SmallMoleculeDrug
DB01235,Levodopa,SmallMoleculeDrug
DB01236,Sevoflurane,SmallMoleculeDrug
DB01237,Bromodiphenhydramine,SmallMoleculeDrug
DB01238,Aripiprazole,SmallMoleculeDrug
DB01239,Chlorprothixene,SmallMoleculeDrug
DB01240,Epoprostenol,SmallMoleculeDrug
DB01241,Gemfibrozil,SmallMoleculeDrug
DB01242,Clomipramine,SmallMoleculeDrug
DB01243,Chloroxine,SmallMoleculeDrug
DB01244,Bepridil,SmallMoleculeDrug
DB01245,Decamethonium,SmallMoleculeDrug
DB01246,Alimemazine,SmallMoleculeDrug
DB01247,Isocarboxazid,SmallMoleculeDrug
DB01248,Docetaxel,SmallMoleculeDrug
DB01249,Iodixanol,SmallMoleculeDrug
DB01250,Olsalazine,SmallMoleculeDrug
DB01251,Gliquidone,SmallMoleculeDrug
DB01252,Mitiglinide,SmallMoleculeDrug
DB01253,Ergometrine,SmallMoleculeDrug
DB01254,Dasatinib,SmallMoleculeDrug
DB01255,Lisdexamfetamine,SmallMoleculeDrug
