"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4446458";"";"0";"1014.20";"None";"None";"S2DMi-6";"CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(O)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"6.86";"None";"None";"None";"False";"CHEMBL4305697";"Inhibition of recombinant human SIRT2 deacylation activity using Fluor de Lys Sirt2 as substrate measured at 5 mins interval for 30 mins in presence of NAD+ by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4304758";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4590449";"";"0";"434.28";"1";"6.35";"AGK2";"N#C/C(=C\c1ccc(-c2ccc(Cl)cc2Cl)o1)C(=O)Nc1cccc2ncccc12";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"11.63";"0.23";"-1.30";"6.40";"False";"CHEMBL4305697";"Inhibition of recombinant human SIRT2 deacylation activity using Fluor de Lys Sirt2 as substrate measured at 5 mins interval for 30 mins in presence of NAD+ by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4304758";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL3580803";"";"0";"378.88";"1";"5.76";"16";"N#Cc1ccc(NC(=O)c2cccc(SCc3ccc(Cl)cc3)c2)cc1";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"14.62";"0.29";"-0.22";"10.47";"False";"CHEMBL3582613";"Inhibition of SIRT2 (unknown origin) by Flour-de-Lys fluorescent biochemical assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580657";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";"None";""
"CHEMBL2152625";"";"0";"366.85";"0";"4.80";"33m";"NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(Cl)cc2)c1";"IC50";"'='";"830.0";"nM";"6.08";"";"";"UO_0000065";"16.58";"0.32";"1.28";"9.45";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2152626";"";"0";"411.30";"0";"4.91";"33n";"NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2Br)c1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"14.49";"0.31";"1.05";"9.26";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2152628";"";"0";"411.30";"0";"4.91";"33p";"NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(Br)cc2)c1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"14.40";"0.31";"1.01";"9.20";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL560337";"";"0";"226.28";"0";"2.84";"7c";"Cc1cccc(Nc2ccccc2C(N)=O)c1";"IC50";"'='";"72000.0";"nM";"4.14";"";"";"UO_0000065";"18.31";"0.33";"1.30";"7.52";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2152582";"";"0";"262.31";"0";"3.68";"7z";"NC(=O)c1ccccc1Nc1ccc2ccccc2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2152583";"";"0";"226.28";"0";"2.40";"7aa";"NC(=O)c1ccccc1NCc1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2152605";"";"0";"359.43";"0";"3.80";"25";"CN(Cc1ccccc1)C(=O)c1cccc(Nc2ccccc2C(N)=O)c1";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"12.24";"0.22";"0.60";"5.83";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2152620";"";"0";"400.40";"1";"5.17";"33g";"NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(C(F)(F)F)cc2)c1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"14.62";"0.28";"0.68";"9.10";"False";"CHEMBL2156443";"Inhibition of human recombinant SIRT2 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150931";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL4174893";"";"0";"591.73";"2";"5.74";"27a";"Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCCN4C(=O)OC(C)(C)C)cc3)c2)n1";"IC50";"'='";"75857.76";"nM";"4.12";"";"";"UO_0000065";"6.96";"0.13";"-1.62";"3.36";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4171455";"";"0";"491.62";"0";"4.09";"30a";"Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCCN4)cc3)c2)n1";"IC50";"'='";"41300.0";"nM";"4.38";"";"";"UO_0000065";"8.92";"0.17";"0.29";"4.17";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4171455";"";"0";"491.62";"0";"4.09";"30a";"Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCCN4)cc3)c2)n1";"IC50";"'='";"41686.94";"nM";"4.38";"";"";"UO_0000065";"8.91";"0.17";"0.29";"4.16";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4170414";"";"0";"480.59";"0";"4.38";"35a";"CCOCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1";"IC50";"'='";"109647.82";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4162080";"";"0";"493.59";"0";"3.48";"35c";"CC(=O)NCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1";"IC50";"'>'";"301995.17";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4160877";"";"0";"465.56";"0";"4.43";"9a";"O=C(CSc1nc[nH]n1)Nc1cccc(COc2ccc(NC(=O)c3cccs3)cc2)c1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4173707";"";"0";"486.59";"1";"6.21";"9h";"Cc1cc(C)cc(OCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cccs4)cc3)c2)c1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3601362";"";"0";"586.76";"2";"-1.44";"2";"CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(N)=S)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O";"IC50";"'='";"30400.0";"nM";"4.52";"";"";"UO_0000065";"7.70";"0.15";"5.96";"1.99";"False";"CHEMBL3603100";"Inhibition of human His6-tagged SIRT2 using H2N-HK-(Nepsilon-acetyl-lysine)-LM-COOH as substrate after 10 mins by HPLC analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3600344";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL1797749";"";"0";"403.46";"0";"3.41";"AK-1";"O=C(Nc1cccc([N+](=O)[O-])c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1";"IC50";"'='";"12500.0";"nM";"4.90";"Potential transcription error";"";"UO_0000065";"";"";"";"";"True";"CHEMBL3582613";"Inhibition of SIRT2 (unknown origin) by Flour-de-Lys fluorescent biochemical assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580657";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2015";"None";""
"CHEMBL4471909";"";"0";"722.84";"2";"4.35";"KPM-1";"C[C@H](NC(=O)[C@H](CCCCNC(=O)CNC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1)NC(=O)OCc1ccccc1)C(N)=O";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"8.90";"0.17";"2.08";"3.39";"False";"CHEMBL4353604";"Inhibition of human N-terminal His-tagged SIRT2 expressed in Escherichia coli using p53 (Gln-Pro-Lys-Lys(Ac)) (317 to 320 residues) as substrate incubated for 3 hrs measured up to 30 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4350992";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL402446";"";"0";"352.23";"1";"5.08";"12";"O=C1CC(c2ccccc2)c2c(ccc3cc(Br)ccc23)N1";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"14.75";"0.32";"0.11";"17.85";"False";"CHEMBL934433";"Inhibition of human recombinant Sirt2 expressed in Escherichia coli BL21 by fluorescent deacetylase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143139";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL270478";"";"0";"401.69";"1";"6.01";"5m";"Cc1ccc(C2CC(=O)Oc3ccc4cc(Br)ccc4c32)cc1Cl";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"14.04";"0.32";"-0.37";"21.44";"False";"CHEMBL934433";"Inhibition of human recombinant Sirt2 expressed in Escherichia coli BL21 by fluorescent deacetylase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143139";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL405156";"";"0";"371.20";"1";"5.18";"5f";"O=C1CC(c2ccc(F)cc2)c2c(ccc3cc(Br)ccc23)O1";"IC50";"'='";"7900.0";"nM";"5.10";"";"";"UO_0000065";"13.75";"0.30";"-0.08";"19.40";"False";"CHEMBL934433";"Inhibition of human recombinant Sirt2 expressed in Escherichia coli BL21 by fluorescent deacetylase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143139";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL522968";"";"0";"388.49";"1";"5.04";"6f";"CCn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S";"IC50";"'='";"10500.0";"nM";"4.98";"";"";"UO_0000065";"12.82";"0.24";"-0.06";"8.58";"False";"CHEMBL970609";"Inhibition of human recombinant SIRT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138523";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL523988";"";"0";"402.52";"1";"5.43";"6h";"CCCn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"13.21";"0.25";"-0.11";"9.17";"False";"CHEMBL970609";"Inhibition of human recombinant SIRT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138523";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL3220454";"";"0";"290.34";"0";"1.39";"11";"CC(C)Oc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1";"IC50";"'='";"5800.0";"nM";"5.24";"";"";"UO_0000065";"18.04";"0.36";"3.85";"7.77";"False";"CHEMBL3226834";"Inhibition of human recombinant Sirt2 using ZMAL as substrate after 4 hrs by fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217470";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3220456";"";"0";"380.47";"0";"2.78";"13";"CCOc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1CCc1ccccc1";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"13.96";"0.27";"2.53";"7.87";"False";"CHEMBL3226834";"Inhibition of human recombinant Sirt2 using ZMAL as substrate after 4 hrs by fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217470";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3220459";"";"0";"388.45";"0";"3.33";"16";"O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2cccc3ccccc23)cc1";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"14.38";"0.27";"2.26";"8.28";"False";"CHEMBL3226834";"Inhibition of human recombinant Sirt2 using ZMAL as substrate after 4 hrs by fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217470";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3220464";"";"0";"356.36";"0";"1.65";"24";"COC(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=S)NC3=O)o2)cc1";"IC50";"'='";"5754.4";"nM";"5.24";"";"";"UO_0000065";"14.70";"0.29";"3.59";"5.37";"False";"CHEMBL3226834";"Inhibition of human recombinant Sirt2 using ZMAL as substrate after 4 hrs by fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217470";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL4102380";"";"0";"436.51";"1";"5.33";"18";"CC(C)(C)OC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc(C#N)c1)CC(C)(C)O2";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"12.32";"0.23";"0.05";"4.78";"False";"CHEMBL4054429";"Inhibition of N-terminal His-tagged recombinant human SIRT-2 expressed in Escherichia coli using Fluor-de-Lys-SIRT1 as substrate after 15 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052637";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL425294";"";"0";"478.55";"1";"5.18";"1";"O=C1c2ccccc2C(=O)c2c(NCCc3ccc(O)cc3)ccc(NCCc3ccc(O)cc3)c21";"IC50";"'='";"56700.0";"nM";"4.25";"";"";"UO_0000065";"8.87";"0.16";"-0.93";"4.30";"False";"CHEMBL908196";"Inhibition of SIRT2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138228";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL384899";"";"0";"521.62";"2";"6.60";"12d";"CN1C(=O)C(c2cn(Cc3ccccc3)c3ccccc23)=C(c2cn(Cc3ccccc3)c3ccccc23)C1=O";"IC50";"'='";"78300.0";"nM";"4.11";"";"";"UO_0000065";"7.87";"0.14";"-2.49";"8.69";"False";"CHEMBL909821";"Inhibition of human recombinant SIRT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137294";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL7463";"GF-109203";"0";"412.49";"0";"3.64";"12h";"CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"12.45";"0.23";"1.50";"7.32";"False";"CHEMBL909829";"Inhibition of human recombinant SIRT2 by fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137294";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL403988";"";"0";"288.35";"0";"4.59";"8a";"Cc1ccc2c3c(ccc2c1)OC(=O)CC3c1ccccc1";"IC50";"'='";"10600.0";"nM";"4.97";"";"";"UO_0000065";"17.25";"0.31";"0.38";"18.92";"False";"CHEMBL934433";"Inhibition of human recombinant Sirt2 expressed in Escherichia coli BL21 by fluorescent deacetylase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143139";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL1835311";"";"0";"429.54";"0";"3.73";"29";"CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1O";"IC50";"'='";"7400.0";"nM";"5.13";"";"";"UO_0000065";"11.94";"0.23";"1.40";"5.15";"False";"CHEMBL1839553";"Inhibition of recombinant GST-tagged SIRT2 after 1 hr by Fluor de Lys-based fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833937";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL224864";"";"0";"434.28";"1";"6.35";"AGK-2";"N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"12.11";"0.24";"-1.09";"6.66";"False";"CHEMBL2176207";"Inhibition of human recombinant SIRT2 expressed in Escherichia coli cells using acetylated Lys side chain amino acids 379-382 (Arg-His-Lys-Lys(Ac)) p53 conjugated with aminomethylcoumarin as substrate by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169828";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
